DrugID,DrugName,DrugDescription,DrugTarget,DrugPharmacodynamics,DrugSmile,DrugMechanism,DrugConditions,DrugCategories
DB09297,Paritaprevir,Paritapreviris a direct acting antiviral agent used in combination with other antiviral agents for the treatment of Hepatitis C Virus (HCV) infections.,['B0B3C9'],"At concentrations approximately 6 and 1.8 times the therapeutic concentrations of paritaprevir and ombitasvir, the combination did not prolong QTc to any clinically relevant extentLabel.",[H][C@@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](CN1C(=O)[C@H](CCCCC\C=C/2)NC(=O)C1=CN=C(C)C=N1)OC1=NC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)NS(=O)(=O)C1CC1,"Paritaprevir is a potent inhibitor of the NS/A serine protease of Hepatitis C Virus (HCV)Label. Following viral replication of HCV genetic material and translation into a single polypeptide, Nonstructural Protein  (NS) and its activating cofactor Nonstructural Protein A (NSA) are responsible for cleaving it into the following structural and nonstructural proteins required for assembly into mature virus: NS, NSA, NSB, NSA, and NSB. By inhibiting viral protease NS/A, paritaprevir therefore prevents viral replication and function.TargetActionsOrganismANS/A proteininhibitorHepatitis C Virus",[],"['Amides', 'Amino Acids', 'Amino Acids, Cyclic', 'Amino Acids, Peptides, and Proteins', 'Antiinfectives for Systemic Use', 'Antiviral Agents', 'Antivirals for Systemic Use', 'Antivirals for treatment of HCV infections', 'BCRP/ABCG2 Inhibitors', 'Cycloparaffins', 'Cytochrome P-450 CYP3A Substrates', 'Cytochrome P-450 CYP3A4 Substrates', 'Cytochrome P-450 CYP3A5 Substrates', 'Cytochrome P-450 Substrates', 'Direct Acting Antivirals', 'HCV NS3/4A Protease Inhibitors', 'Imino Acids', 'Lactams', 'NS3/4A Protease Inhibitors', 'OATP1B1/SLCO1B1 Inhibitors', 'OATP1B1/SLCO1B1 Substrates', 'OATP1B3 inhibitors', 'OATP1B3 substrates', 'Organic Anion Transporting Polypeptide 1B1 Inhibitors', 'Organic Anion Transporting Polypeptide 1B3 Inhibitors', 'P-glycoprotein inhibitors', 'P-glycoprotein substrates', 'Sulfones', 'Sulfur Compounds', 'Treatments for Hepatitis C', 'UGT1A1 Inhibitors']"
DB06290,Simeprevir,Simepreviris a direct-acting antiviral agent that inhibits HCV NS3/4A protease to treat chronic hepatitis C virus (HCV) infection in adults with HCV genotype 1 or 4.,"['Q91RS4', 'B0B3C9']","Simeprevir is a direct-acting antiviral agent and inhibitor for HCV NS3/4A protease, which is an important enzyme required for viral replication. UnlikeBoceprevirandTelaprevir, simeprevir is a competitive, reversible, macrocyclic, noncovalent inhibitor. The macromolecular cyclic portion of the molecule improves the affnity and selectivity characteristics, which allows rapid association and slow dissociation to the protein target through noncovalent binding3.",[H][C@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](C[C@@]1([H])C(=O)N(C)CCCC\C=C/2)OC1=CC(=NC2=C1C=CC(OC)=C2C)C1=NC(=CS1)C(C)C)C(=O)NS(=O)(=O)C1CC1,"Simeprevir is accumulated in the liver after uptake into hepatocytes via OATPB/. NS/A heterodimeric complex is composed of the cofactor NA subunit and N subunit which contains the proteolytic site. The NS/A protease cleaves the HCV polyprotein downstream of the NS site, generating non-structural viral proteins NS, NSA, NSB, NSA and NSB and subsequently formation of mature proteins,. Simeprevir exerts an inhibitory action on HCV polyprotein cleavage via induced-fit binding to an extended S subsite located in the NS catalytic site. NS/A inhibitors usually depend on few interactions located in the substrate binding groove of the viral serine protease, thus are susceptible to resistance and failed treatment from few critical mutations in these sites.
At higher concentration above their antiviral half-maximal effective concentration (EC), simeprevir and other NS/A inhibitors also restore interferon (IFN)-signaling pathways that are thought to be disrupted by NS/A protease and recover innate immune processes. NS/A protease cleaves two essential adaptor proteins that initiate signaling leading to activation of IFN regulatory factor  and IFN-α/β synthesis, which are mitochondrial antiviral-signaling proteins (MAVS otherwise known as IPS-, VISA, or Cardif) and toll/interleukin- receptor (TIR)- domain-containing adaptor-inducing IFN-β (TRIF). Blocking the function of these adaptor proteins results in impaired interferon induction. NS/A inhibitors recover the proper IFN-signaling pathways,.TargetActionsOrganismANS proteaseinhibitorHepatitis C VirusANS/A proteininhibitorHepatitis C Virus",[],"['Anti-Infective Agents', 'Antiinfectives for Systemic Use', 'Antiviral Agents', 'Antivirals for Systemic Use', 'Antivirals for treatment of HCV infections', 'BCRP/ABCG2 Inhibitors', 'BCRP/ABCG2 Substrates', 'BSEP/ABCB11 Inhibitors', 'Cytochrome P-450 CYP1A2 Inhibitors', 'Cytochrome P-450 CYP1A2 Inhibitors (moderate)', 'Cytochrome P-450 CYP3A Inhibitors', 'Cytochrome P-450 CYP3A Substrates', 'Cytochrome P-450 CYP3A4 Inhibitors', 'Cytochrome P-450 CYP3A4 Inhibitors (moderate)', 'Cytochrome P-450 CYP3A4 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Direct Acting Antivirals', 'Drugs causing inadvertant photosensitivity', 'Enzyme Inhibitors', 'Genito Urinary System and Sex Hormones', 'Gynecological Antiinfectives and Antiseptics', 'HCV NS3/4A Protease Inhibitors', 'HCV Protease Inhibitors', 'Heterocyclic Compounds, Fused-Ring', 'NS3/4A Protease Inhibitors', 'OATP1B1/SLCO1B1 Inhibitors', 'OATP1B1/SLCO1B1 Substrates', 'OATP1B3 inhibitors', 'OATP1B3 substrates', 'OATP2B1/SLCO2B1 substrates', 'Organic Anion Transporting Polypeptide 1B1 Inhibitors', 'Organic Anion Transporting Polypeptide 1B3 Inhibitors', 'P-glycoprotein inhibitors', 'P-glycoprotein substrates', 'Photosensitizing Agents', 'Protease Inhibitors', 'Sulfonamides', 'Sulfones', 'Sulfur Compounds']"
DB09027,Ledipasvir,Ledipasviris a direct-acting antiviral agent used to treat specific hepatitis C virus (HCV) infections in combination with other antiviral agents.,['Q5L478'],"Ledipasvir acts against HCV and is categorized as a direct-acting antiviral agent (DAA).At a dose of 120 mg twice daily (2.67 times the maximum recommended dosage), ledipasvir does not prolong QTc interval to any clinically relevant extentLabel.",COC(=O)N[C@@H](C(C)C)C(=O)N1CC2(CC2)C[C@H]1C1=NC(=CN1)C1=CC=C2C3=CC=C(C=C3C(F)(F)C2=C1)C1=CC=C2NC(=NC2=C1)[C@@H]1[C@H]2CC[C@H](C2)N1C(=O)[C@@H](NC(=O)OC)C(C)C,"Ledipasvir is an inhibitor of the Hepatitis C Virus (HCV) NSA protein required for viral RNA replication and assembly of HCV virions. Although its exact mechanism of action is unknown, it is postulated to prevent hyperphosphorylation of NSA which is required for viral production.TargetActionsOrganismANonstructural protein AinhibitorHepatitis C Virus",[],"['Anti-Infective Agents', 'Antiinfectives for Systemic Use', 'Antiviral Agents', 'Antivirals for Systemic Use', 'Antivirals for treatment of HCV infections', 'BCRP/ABCG2 Inhibitors', 'Direct Acting Antivirals', 'Drugs that are Mainly Renally Excreted', 'Hepatitis C Virus NS5A Inhibitor', 'Heterocyclic Compounds, Fused-Ring', 'P-glycoprotein inhibitors', 'P-glycoprotein substrates', 'Treatments for Hepatitis C']"
DB04862,Merimepodib,"Merimepodib (VX-497) is a novel noncompetitive inhibitor of IMPDH. Merimepodib is orally bioavailable and inhibits the proliferation of primary human, mouse, rat, and dog lymphocytes at concentrations of approximately 100 nM.",['P0C0H6'],"Merimepodib, an oral drug, contains a novel inhibitor of inosine monophosphate dehydrogenase (IMPDH), an enzyme responsible for stimulating the production of lymphocytes. Merimepodib has the potential to exert direct antiviral activity, as well as affect the immune response by acting on lymphocyte migration and proliferation. Consequently, merimepodib may be an effective treatment for hepatitis C virus (HCV) infection, as the disease involves both viral proliferation and liver inflammation.",COC1=C(C=CC(NC(=O)NC2=CC=CC(CNC(=O)O[C@H]3CCOC3)=C2)=C1)C1=CN=CO1,"Merimepodib is a orally active inhibitor of inosine monophospate dehydrogenase (IMPDH). IMPDH inhibition leads to a reduction in intracellular guanosine triphosphate (GTP), a molecule required for DNA and RNA synthesis.TargetActionsOrganismUInosine-'-monophosphate dehydrogenaseNot AvailableStreptococcus pyogenes",[],"['Acids, Acyclic', 'Amides', 'Benzene Derivatives', 'IMP Dehydrogenase, antagonists & inhibitors']"
DB05521,Telaprevir,Telapreviris an NS3/4A viral protease inhibitor used in combination with other antivirals for the curative treatment of chronic Hepatitis C Virus infections.,"['B0B3C9', 'Q9Y6L6', 'O94956']",Telaprevir is classified as a direct-acting antiviral (DAA) and prevents viral replication in HCV genotype 1Label.,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1,"Telaprevir is a NS/a protease inhibitor used to inhibit viral HCV replicationLabel. NS/a protease is an integral part of viral replication and mediates the cleavage the virally encoded polyprotein to mature proteins (NSA, NSB, NSA and NSB)Label. Telaprevir inhibits NS/A with an IC of nM.TargetActionsOrganismANS/A proteininhibitorHepatitis C VirusUSolute carrier organic anion transporter family member BinhibitorHumansUSolute carrier organic anion transporter family member BinhibitorHumans",[],"['Amino Acids, Peptides, and Proteins', 'Antiinfectives for Systemic Use', 'Antiviral Agents', 'Antivirals for Systemic Use', 'Antivirals for treatment of HCV infections', 'Cytochrome P-450 CYP3A Inhibitors', 'Cytochrome P-450 CYP3A Substrates', 'Cytochrome P-450 CYP3A4 Inhibitors', 'Cytochrome P-450 CYP3A4 Inhibitors (strong)', 'Cytochrome P-450 CYP3A4 Substrates', 'Cytochrome P-450 CYP3A5 Substrates', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Direct Acting Antivirals', 'Enzyme Inhibitors', 'HCV NS3/4A Protease Inhibitors', 'NS3/4A Protease Inhibitors', 'OATP1B1/SLCO1B1 Inhibitors', 'Organic Anion Transporting Polypeptide 1B1 Inhibitors', 'Organic Anion Transporting Polypeptide 2B1 Inhibitors', 'P-glycoprotein inhibitors', 'P-glycoprotein substrates', 'Peptides', 'Protease Inhibitors']"
DB11689,Selumetinib,"Selumetinibis a MEK 1/2 inhibitor used in pediatric patients to treat neurofibromatosis type 1 (NF1) accompanied by symptomatic, inoperable plexiform neurofibromas (PN).","['Q02750', 'P36507']","Selumetinib is a non-ATP-competitive mitogen-activated protein kinase kinase 1 and 2 (MEK1 and MEK2) inhibitor.6By selectively targeting MEK1 and MEK2, selumetinib is able to inhibit oncogenic downstream effects of the Raf-MEK-ERK signaling pathway, which is often overactive in certain types of cancer.6Indeed, a study investigating the effects of selumetinib in children with NF-1 found that treatment with the anti-neoplastic resulted in reduced tumor size.3Decreases in tumor-associated pain and improvements in overall function were also subjectively reported.3Selumetinib has minimal off-target activity, contributing to its impressive safety profile.11",CN1C=NC2=C(F)C(NC3=C(Cl)C=C(Br)C=C3)=C(C=C12)C(=O)NOCCO,"The Ras-Raf-MEK-ERK signaling cascade is known to be activated in several types of cancer, and regulates the transcription of proteins involved in apoptosis.,In addition, studies have shown that mutations of the Raf component of the pathway can contribute to chemotherapy drug resistance.,Ras as well as several kinases and phosphatases are responsible for regulating the Raf-MEK-ERK pathway.Often in cancers, Ras (a G-protein coupled receptor) is deregulated, allowing downstream signalling to proceed unchecked.Through several complex steps, Raf phosphorylates and activates MEK, which then phosphorylates and activates ERK.,ERK is then able to exert its effects on several downstream targets.,As such, therapies inhibiting upstream components of this pathway have become attractive targets for cancer treatment.Selumetinib exerts its effects by selectively inhibiting MEK and MEK which can effectively blunt the pleiotropic effects of the Ras-Raf-MEK-ERK cascade.,By inhibiting this oncogenic pathway, selumetinib reduces cell proliferation, and promotes pro-apoptotic signal transduction.,,TargetActionsOrganismADual specificity mitogen-activated protein kinase kinase inhibitorHumansADual specificity mitogen-activated protein kinase kinase inhibitorHumans",[],"['Antineoplastic Agents', 'Antineoplastic and Immunomodulating Agents', 'BCRP/ABCG2 Substrates', 'Cytochrome P-450 CYP1A2 Substrates', 'Cytochrome P-450 CYP2C19 Substrates', 'Cytochrome P-450 CYP2C8 Substrates', 'Cytochrome P-450 CYP2C9 Substrates', 'Cytochrome P-450 CYP2E1 Substrates', 'Cytochrome P-450 CYP3A Substrates', 'Cytochrome P-450 CYP3A4 Substrates', 'Cytochrome P-450 CYP3A5 Substrates', 'Cytochrome P-450 Substrates', 'Heterocyclic Compounds, Fused-Ring', 'Kinase Inhibitor', 'Mitogen-activated protein kinase (MEK) inhibitors', 'Mitogen-Activated Protein Kinase Kinase 1 Inhibitors', 'Mitogen-Activated Protein Kinase Kinase 2 Inhibitors', 'P-glycoprotein substrates', 'Protein Kinase Inhibitors', 'Tyrosine Kinase Inhibitors', 'UGT1A1 Substrates']"
DB05260,Gallium nitrate,Gallium nitrateis a drug previously indicated to treat cancer-related hypercalcemia.,"['P31350', 'P21281']","Gallium nitrate produces a hypocalcemic effect by inhibiting calcium resorption from bone, possibly blocking osteoclast activity and reducing increased bone turnover.9Preclinical studies demonstrated that gallium dose-dependently accumulates in areas of high bone turnover, where it is incorporated into hydroxyapatite, making it less susceptible to dissolution and osteoclast-mediated resorption.4,5No cytotoxic effects were observed on bone cells in drug-treated animals.9Gallium nitrate exhibits antitumour activity, which is reported to be unrelated to the physiological mechanism involved in its bone turnover effects.4Anti-inflammatory and immunosuppressant effects have also been documented.7",[Ga+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,"A high incidence of hypercalcemia is often observed in patients with non-small cell lung cancer, breast cancer, multiple myeloma, kidney cancer, and cancer of head and neck. Hypercalcemia of malignancy seems to result from an imbalance between the net resorption of bone and urinary excretion of calcium. Patients with extensive osteolytic bone metastases frequently develop hypercalcemia.Althoughin vitroand animal studies have been performed to investigate the mechanism of action of gallium nitrate, the precise mechanism for inhibiting calcium resorption has not been determined.Gallium, the active component that exerts the physiological effects of gallium nitrate, may induce physicochemical changes in the bone matrix to promote hydroxyapatite crystallization and attenuate mineral dissolution.,Gallium may also decrease acid secretion by osteoclastsand modulate the synthesis of osteocalcin, an osteoblast-specific bone matrix protein that triggers bone resorption.Osteoclast morphology or viability is not reported to be affected.Gallium nitrate may modulate inflammation.In vitro, it was shown to block the production of inflammatory cytokines, such as interleukin- (IL-) beta, by macrophage-like cells. Gallium nitrate also dose-dependently inhibited matrix metalloproteinase activity promoted by tissue plasminogen activator (tPA).,TargetActionsOrganismURibonucleoside-diphosphate reductase subunit MinhibitorHumansUV-type proton ATPase subunit B, brain isoforminhibitorHumans",[],"['Antineoplastic Agents', 'Bone Resorption Inhibition', 'Calcium Resorption Inhibitor', 'Calcium-Regulating Hormones and Agents', 'Elements', 'Immunosuppressive Agents', 'Metals', 'Metals, Heavy', 'Narrow Therapeutic Index Drugs']"
DB13872,Lormetazepam,Lormetazepamis a benzodiazepine indicated in the treatment of anxiety and the induction of anesthesia.,"['P14867', 'P47869', 'P34903', 'P48169', 'P31644', 'Q16445', 'P18505', 'P47870', 'P28472', 'O14764', 'P78334', 'Q8N1C3', 'P18507', 'Q99928', 'O00591', 'Q9UN88', 'P14867', 'P47869', 'P34903', 'P31644', 'Q8N1C3', 'P18507', 'Q99928']","Lormetazepam is a benzodiazepine which reduces central nervous system (CNS) activity2,1. It produces anxiolytic, muscle relaxant, sedative and hypnotic effects. Because it is a short-acting benzodiapine, it does not produce significant sedation after waking.",CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1Cl,"Lormetazepam, as a benzodiazepine, binds to the regulatory site between the α and γ subunits of γ-aminobutryic acid (GABA) A receptors with γ and α, α, α, or α subunits. This facilitates the opening of the chloride channel allowing chloride ions to flow into the neuron resulting in hyperpolarization. Hyperpolarized neurons require greater simulation to reach their action potential threshold. The general inhibitory effect on neuronal depolarization produces the effects of lormetazepam.TargetActionsOrganismAGABA(A) Receptorpositive allosteric modulatorHumansAGABA(A) Receptor Benzodiazepine Binding SiteligandHumans",[],"['Benzazepines', 'Benzodiazepines and benzodiazepine derivatives', 'Benzodiazepinones', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Heterocyclic Compounds, Fused-Ring', 'Hypnotics and Sedatives', 'Nervous System', 'Psycholeptics']"
DB01072,Atazanavir,Atazanaviris an antiviral protease inhibitor used in combination with other antiretrovirals for the treatment of HIV.,['Q72874'],"Atazanavir (ATV) is an azapeptide HIV-1 protease inhibitor (PI) with activity against Human Immunodeficiency Virus Type 1 (HIV-1). HIV-1 protease is an enzyme required for the proteolytic cleavage of the viral polyprotein precursors into the individual functional proteins found in infectious HIV-1. Atazanavir binds to the protease active site and inhibits the activity of the enzyme. This inhibition prevents cleavage of the viral polyproteins resulting in the formation of immature non-infectious viral particles. Protease inhibitors are almost always used in combination with at least two other anti-HIV drugs. Atazanivir is pharmacologically related but structurally different from other protease inhibitors and other currently available antiretrovirals.6Atazanavir exhibits anti-HIV-1 activity with a mean 50% effective concentration (EC50) in the absence of human serum of 2 to 5 nM against a variety of laboratory and clinical HIV-1 isolates grown in peripheral blood mononuclear cells, macrophages, CEM-SS cells, and MT-2 cells.10Atazanavir has activity against HIV-1 Group M subtype viruses A, B, C, D, AE, AG, F, G, and J isolates in cell culture. Atazanavir has variable activity against HIV-2 isolates (1.9-32 nM), with EC50values above the EC50values of failure isolates. Two-drug combination antiviral activity studies with atazanavir showed no antagonism in cell culture with PIs (amprenavir, indinavir, lopinavir, nelfinavir, ritonavir, and saquinavir), NNRTIs (delavirdine, efavirenz, and nevirapine), NRTIs (abacavir, didanosine, emtricitabine, lamivudine, stavudine, tenofovir DF, and zidovudine), the HIV-1 fusion inhibitor enfuvirtide, and two compounds used in the treatment of viral hepatitis, adefovir and ribavirin, without enhanced cytotoxicity.10HIV-1 isolates with a decreased susceptibility to atazanavir have been selected in cell culture and obtained from patients treated with atazanavir or atazanavir with ritonavir. HIV-1 isolates with 93- to 183-fold reduced susceptibility to atazanavir from three different viral strains were selected in cell culture for 5 months. The substitutions in these HIV-1 viruses that contributed to atazanavir resistance include I50L, N88S, I84V, A71V, and M46I. Changes were also observed at the protease cleavage sites following drug selection. Recombinant viruses containing the I50L substitution without other major PI substitutions were growth impaired and displayed increased susceptibility in cell culture to other PIs (amprenavir, indinavir, lopinavir, nelfinavir, ritonavir, and saquinavir). The I50L and I50V substitutions yielded selective resistance to atazanavir and amprenavir, respectively, and did not appear to be cross-resistant.10Concentration- and dose-dependent prolongation of the PR interval in the electrocardiogram has been observed in healthy subjects receiving atazanavir. In placebo-controlled Study AI424-076, the mean (±SD) maximum change in PR interval from the predose value was 24 (±15) msec following oral dosing with 400 mg of atazanavir (n=65) compared to 13 (±11) msec following dosing with placebo (n=67). The PR interval prolongations in this study were asymptomatic. There is limited information on the potential for a pharmacodynamic interaction in humans between atazanavir and other drugs that prolong the PR interval of the electrocardiogram.Electrocardiographic effects of atazanavir were determined in a clinical pharmacology study of 72 healthy subjects. Oral doses of 400 mg (maximum recommended dosage) and 800 mg (twice the maximum recommended dosage) were compared with placebo; there was no concentration-dependent effect of atazanavir on the QTc interval (using Fridericia’s correction). In 1793 subjects with HIV-1 infection, receiving antiretroviral regimens, QTc prolongation was comparable in the atazanavir and comparator regimens. No atazanavir-treated healthy subject or subject with HIV-1 infection in clinical trials had a QTc interval >500 msec",COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,"Atazanavir selectively inhibits the virus-specific processing of viral Gag and Gag-Pol polyproteins in HIV- infected cells by binding to the active site of HIV- protease, thus preventing the formation of mature virions. Atazanavir is not active against HIV-.TargetActionsOrganismAHuman immunodeficiency virus type  proteaseinhibitorHuman immunodeficiency virus ",[],"['Amino Acids, Peptides, and Proteins', 'Anti-HIV Agents', 'Anti-Infective Agents', 'Anti-Retroviral Agents', 'Antiinfectives for Systemic Use', 'Antiviral Agents', 'Antivirals for Systemic Use', 'Antivirals used in combination for the treatment of HIV infections', 'BSEP/ABCB11 Substrates', 'Cytochrome P-450 CYP1A2 Inhibitors', 'Cytochrome P-450 CYP1A2 Inhibitors (strength unknown)', 'Cytochrome P-450 CYP2C8 Inhibitors', 'Cytochrome P-450 CYP2C8 Inhibitors (weak)', 'Cytochrome P-450 CYP2C9 Inhibitors', 'Cytochrome P-450 CYP2C9 Inhibitors (strength unknown)', 'Cytochrome P-450 CYP2C9 Substrates', 'Cytochrome P-450 CYP3A Inhibitors', 'Cytochrome P-450 CYP3A Substrates', 'Cytochrome P-450 CYP3A4 Inhibitors', 'Cytochrome P-450 CYP3A4 Inhibitors (strong)', 'Cytochrome P-450 CYP3A4 Substrates', 'Cytochrome P-450 CYP3A4 Substrates (strength unknown)', 'Cytochrome P-450 CYP3A5 Inhibitors', 'Cytochrome P-450 CYP3A5 Inhibitors (strength unknown)', 'Cytochrome P-450 CYP3A7 Inhibitors', 'Cytochrome P-450 CYP3A7 Inhibitors (strength unknown)', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Direct Acting Antivirals', 'Enzyme Inhibitors', 'HIV Protease Inhibitors', 'Hyperglycemia-Associated Agents', 'Nephrotoxic agents', 'OATP1B1/SLCO1B1 Inhibitors', 'OATP1B3 inhibitors', 'Oligopeptides', 'Organic Anion Transporting Polypeptide 2B1 Inhibitors', 'P-glycoprotein inducers', 'P-glycoprotein inhibitors', 'P-glycoprotein substrates', 'Peptides', 'Potential QTc-Prolonging Agents', 'Protease Inhibitors', 'Pyridines', 'QTc Prolonging Agents', 'UDP Glucuronosyltransferases Inhibitors', 'UGT1A1 Inhibitors', 'Viral Protease Inhibitors']"
DB13025,Tiapride,"Tiaprideis a dopamine D2 and D3 receptor antagonist indicated in the treatment of chorea in Huntington's disease, as well as agitation and anxiety in the elderly or with acute or chronic alcoholism.","['P14416', 'P35462', 'P08908', 'P28222', 'P28221', 'P28566', 'P30939', 'P28223', 'P41595', 'P28335', 'P46098', 'O95264', 'Q8WXA8', 'Q70Z44', 'A5X5Y0', 'Q13639', 'P50406', 'P34969', 'P35348', 'P35368', 'P25100', 'P08913', 'P18089', 'P18825']","Tiapride has a high degree of regional selectivity for limbic areas. One study found that tiapride shows over three times as much affinity for limbic areas than striatal areas as opposed to the near equal selectivity for limbic and striatal regions shown by haloperidol.
Another study in rats found tiapride's affinity for the septum, a limbic region, to be over thirty times as high as for the striatum.
Efficacy at the D2 receptor is moderate, with 80 percent of receptors occupied even in the presence of excess tiapride concentrations.",CCN(CC)CCNC(=O)C1=CC(=CC=C1OC)S(C)(=O)=O,"Tiapride is a selective dopamine D and D receptor antagonist, offering an advantage over other neuroleptic drugs, such as haloperidol and risperidone, which bind a range of targets including four of the five known dopamine receptor subtypes (D-), serotonin (-HTA, C), α- and α-adrenergic, and histamine H receptors. Compared to these drugs, tiapride has a relatively moderate affinity for its target receptors, displacing  percent of H-raclopride binding at a concentration of  nM at D receptors and a concentration of  nM at D receptors.TargetActionsOrganismADopamine D receptorblockerHumansADopamine D receptorblockerHumansASerotonin ReceptorsantagonistHumansAAlpha- adrenergic receptorsantagonistHumansAAlpha- adrenergic receptorsantagonistHumans",[],"['Acids, Carbocyclic', 'Amines', 'Antipsychotic Agents', 'Benzamides and benzamide derivatives', 'Benzene Derivatives', 'Benzoates', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Dopamine Agents', 'Dopamine Antagonists', 'Dopamine D2 Receptor Antagonists', 'Drugs that are Mainly Renally Excreted', 'Ethylamines', 'Nervous System', 'Neurotoxic agents', 'Neurotransmitter Agents', 'Psycholeptics', 'Psychotropic Drugs', 'Tranquilizing Agents']"
DB00701,Amprenavir,Amprenaviris a protease inhibitor used to treat HIV infection.,['Q72874'],Amprenavir is a protease inhibitor with activity against Human Immunodeficiency Virus Type 1 (HIV-1). Protease inhibitors block the part of HIV called protease. HIV-1 protease is an enzyme required for the proteolytic cleavage of the viral polyprotein precursors into the individual functional proteins found in infectious HIV-1. Amprenavir binds to the protease active site and inhibits the activity of the enzyme. This inhibition prevents cleavage of the viral polyproteins resulting in the formation of immature non-infectious viral particles. Protease inhibitors are almost always used in combination with at least two other anti-HIV drugs.,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,"Amprenavir inhibits the HIV viral proteinase enzyme which prevents cleavage of the gag-pol polyprotein, resulting in noninfectious, immature viral particles.TargetActionsOrganismAHuman immunodeficiency virus type  proteaseinhibitorHuman immunodeficiency virus ",[],"['Acids, Acyclic', 'Amides', 'Amprenavir and Prodrugs', 'Anti-HIV Agents', 'Anti-Infective Agents', 'Anti-Retroviral Agents', 'Antibiotics, Antitubercular', 'Antiinfectives for Systemic Use', 'Antiviral Agents', 'Antivirals for Systemic Use', 'Cytochrome P-450 CYP2B6 Inhibitors', 'Cytochrome P-450 CYP2B6 Inhibitors (weak)', 'Cytochrome P-450 CYP2C19 Inhibitors', 'Cytochrome P-450 CYP2C19 inhibitors (strength unknown)', 'Cytochrome P-450 CYP2C9 Substrates', 'Cytochrome P-450 CYP2D6 Substrates', 'Cytochrome P-450 CYP3A Inducers', 'Cytochrome P-450 CYP3A Inhibitors', 'Cytochrome P-450 CYP3A Substrates', 'Cytochrome P-450 CYP3A4 Inducers', 'Cytochrome P-450 CYP3A4 Inducers (strength unknown)', 'Cytochrome P-450 CYP3A4 Inhibitors', 'Cytochrome P-450 CYP3A4 Inhibitors (strength unknown)', 'Cytochrome P-450 CYP3A4 Inhibitors (strong)', 'Cytochrome P-450 CYP3A4 Substrates', 'Cytochrome P-450 CYP3A5 Substrates', 'Cytochrome P-450 Enzyme Inducers', 'Cytochrome P-450 Enzyme Inhibitors', 'Cytochrome P-450 Substrates', 'Direct Acting Antivirals', 'Drugs for Treatment of Tuberculosis', 'Enzyme Inhibitors', 'HIV Protease Inhibitors', 'OATP1B1/SLCO1B1 Inhibitors', 'P-glycoprotein inducers', 'P-glycoprotein substrates', 'Protease Inhibitors', 'Sulfones', 'Sulfur Compounds', 'Viral Protease Inhibitors']"
